EmailID,Type,Sender,Subject,Body,Link,LinkText,sender_mismatch,request_credentials,subject_suspecious,urgent,offer,link_mismatch
96,phishing,scheduling@walmart.co,Invite to job interview,"Hello and good afternoon. We have just finished reviewing your job application and resume. We were, quite frankly, impressed by your numerous skills and would like to invite you to a 2 part interview. The first part will be conducted virtually and if still qualified we will contact you in the future for an in-person follow up. Please visit the url below to register and get started with part 1. Part 1 Sincerely The Hiring Department, 17/11/2022",http://walmart/rewards/coupons,Part 1,0,1,0,0,0,1
97,phishing,cs@amazon.accounts.com,Amazon account recovery,"Hello sir or madame. We regret to inform you that your Amazon account has been temporarily suspended pending your immediate action. We suspect your account may have been compromised and strongly suggest changing your Amazon password as well as any other sites you may have used it for. Please click the url below to be redirected to our account recovery portal and follow the steps to regaining access. If you have anymore questions just login as you normall would and contact our live support staff. Account Recovery Portal Sincerely, Amazon Customer Service Team.",http://walmart/rewards/coupons,Account Recovery Portal,0,1,1,1,0,1
98,phishing,accounting@uam.edu,January Student Invoice ,"Dear student, Your latest Univesity invoice is now available. To access this invoice, you can click on the following link... University Student Invoice Your account on file will be charged for this invoice unless other arrangements are made. We thank you for your time. Sincerely, University Account Management",http://www.invoice.com,University Student Invoice,1,0,0,0,0,1
99,phishing,jp@ksb.indiana.edu,Summer Internship Position,"Hello. I am currently pursuing my Masters' in Accounting at the Kelley School of Business at Indiana University. I am also pursuing my CPA following my completion of my degree. Everything is going great right now but I am in need of experience in my field and I would love to join your team. I have expertise in Microsoft Access, Excel, Word and Powerpoint. I also have experience with Telnet, SSH, and configuring both wireless and wired internet connections. If you are interested, here is my resume. Thank you very much for reading and hopefully considering me for the position. Sincerely look forward to joining your team! Best Regards, Jeremy Paulson.",http://www.go0gle.com,here is my resume,0,0,0,0,0,1
100,phishing,george@share.gmail.com,"What's up, old friend?","Hey, I can't believe it's been 20 years since we've talked. How are you doing? I heard that you have 2 kids. I would love to see a picture of them. Here is a pic of my family. family pic.gif Let's get together sometime and talk! George",http://www.hjsjsle.com,family pic.gif,1,0,0,0,0,1
101,phishing,privacy@chasebanking.com,Urgent Update,"Dear Customer: We are committed to providing the tools you need to help monitor your account. Your account has been recently compromised from a different ip location. You must respond now or else you will be banned. Click here: https://chaseonline.chase.com/Logon.aspx Thank you for being our customer. We look forward to serving all of your financial needs. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,1,1,1,1,0,1
102,phishing,verify@jpmorgan.chase.com,Urgent Request,"We noticed that your account has been under some suspicious activity lately. In order to verify this is actually just you, please click the link below to provide confirmation: Click here: https://chaseonline.chase.com/Logon.aspx Thank you for being our customer. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,0,1,1,1,0,1
103,phishing,david@chase.bank.com,Chase Online Security Warning,"Dear Customer: At Chase we are committed to providing you the tools you need to help monitor your account, and recently we have detected that your account has been accessed from a location that isn't normallly associated with your account activities. This could be a simple networking change from your Internet Service Provider, but it could also be that an unknown entity has gained your account details. In order to continue to use this new location, or report fraud, we will need you to verify your account information on Chase's secure website which is located below. Click here: https://chaseonline.chase.com/Logon.aspx Thank you for being our customer. We look forward to serving all of your financial needs. Sincerely, David Smith JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,0,1,0,0,0,1
104,phishing,promotions@walmart.com,Free Vacation Prize,"Congratulations! You have won the drawing you entered by shopping at your local supermarket! The prize is an all inclusive vacation for two. Please follow the link below to claim your reward. If not claimed within the next 48 hours, the reward will be given to the second place winner in the drawing. Click here to claim prize Thanks everyone, Promotions Division",http://www.walmart.com/prizewinners,Click here to claim prize,0,0,0,1,1,1
105,phishing,david@chase.online.com,We're Making Waves at Chase,"This is Davis Smith, with Chase Online's Technology Department, inviting you to access our new newly update online banking system. We've added dozens of new features that help you better manage your money, and investments. We're so excited that we are launching these new features that we're offering substantional discounts on some of our financial products for a limited time . Unfortunately due to the changes we will need you to verify your account details with our new service. You can verify your information below, on our new Secure Website . Don't miss out on these exciting new features from Chase Online, verify today! https://chaseonline.chase.com/Logon.aspx Sincerely, Chase Online Technology JP Morgan Chase Bank",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,1,1,0,0,1,1
106,phishing,refunds@irs.us.gov,Tax Refund Notice,"Hello, We are writing to you because your federal tax payment (ID: 88380290), recently sent out, is available for refund. For your security, new changes on the accounts listed above may be declined. If applicable, please advise any Additional Card Member(s) on your account that their new changes may also be declined. For more information, please click here Your prompt response regarding this matter is appreciated. Sincerely, IRS Refund Team",http://www.ss.google.com,please click here,1,1,0,1,0,1
107,phishing,rewards@online.walmart.com,You've Won FREE Walmart Coupons!,"17/11/2022 Account No: 108-455294-800125-MN To our valued Walmart customer, The team at Walmart Online Services is happy to announce that you have been chosen as the 'User of the month' lottery winner! This is a monthly event where we randomly choose a customer to receive free Walmart coupons. In order to access your coupons, please visit the link below: Walmart Reward Coupons Using any of these coupons will result in a donation to St. Jude's Children Hospital, so you can now receive free items and donate to a good cause at the same time. We hope you'll help support us! From, Your Friends at Walmart Online Services",http://walmart/rewards/coupons,Walmart Reward Coupons,0,0,0,0,1,1
108,phishing,help@irs.us.gov,Important information concerning your tax refund for 2021,"PLEASE DO NOT RESPOND TO THIS EMAIL We are writing to inform you that your Federal Tax payment (ID: 88380290), recently sent is now available for refund. For your security, new changes to the account listed above may be declined. If applicable, you should advise any Additional Card Member(s) on your account that their new changes may also be declined. For more information, please click here to see your refund from the IRS. Your prompt response regarding this matter is appreciated. Sincerely, IRS PLEASE NOTE: Do not respond to unsolicited e-mails that claim to come from the IRS. The IRS does not use email to request personal information. Forward suspicious emails to phishingemail@irs.gov",http://www.google.com,please click here,1,1,0,1,0,1
109,phishing,Sarah@rewards.walmart.com,I thought you might be interested in these...,"Hi sweetheart, How have you been? I just got rewarded these Walmart coupons and I figured you might want to use them. I don't shop there often, but I know you sometimes go to buy things in bulk. Here is the link: Walmart Reward Coupons I'll get reward points for using the coupons, so please feel free to use any of them that you'd like. From, Sarah",http://walmart/rewards/coupons,Walmart Reward Coupons,0,0,0,0,1,1
110,phishing,fraudteam@chasebank.com,Immediate attention required ,"PLEASE DO NOT RESPOND TO THIS EMAIL This morning we detected fraudulent charges on your credit card. Chase Rewards is committed to protecting our customers from credit card fraud and put an immediate hold on your credit card. To reinstate your card or to request a new one, click here. From there we can go over your options as to how you would like to proceed with dealing with this fraudulent attack. Sincerely, Your Chase Rewards Fraud team",http://chaserewardscard.com,click here,1,0,1,1,0,1
111,phishing,lizzy@updates.microsoft.com,RE: Help-Desk Support,"Hell, The following account is due for password updates. Please login to complete these password updates for your account security. CLICK HERE TO LOGIN USING SECURE ENCRYPTION NOTE: Your login will time out after 30 minutes. Your responses will be lost if you do not click on the ""FINISH"" button before 30 minutes lapses. There is no prompt when your 30-minute session has expired. Please save extensive comments periodically and check your time. Elizabeth Hollinger ITS Account Evaluations Connected to Microsoft Exchange 2020 Microsoft Corporation. All rights reserved. Disclaimer: This electronic message may contain information that is Proprietary, Confidential, or legally privileged or protected. It is intended only for the use of the individual(s) and entity named in the message. If you are not an intended recipient of this message, please notify the sender immediately and delete the material from your computer. Do not deliver, distribute or copy this message and do not disclose its contents or take any action in reliance on the information it contains.",http://www.google.com,CLICK HERE TO LOGIN USING SECURE ENCRYPTION,0,1,0,0,0,1
112,phishing,cs@jp.morgan.co,New 30 Year Fixed Term Mortgage,"Dear Loyal Customer: JP Morgan Chase Bank is offering a new 30 Year Fixed Term Mortgage to new homebuyers with rates starting from 1.05%. To see if you qualify, please click the link below. To see if you qualify, click here We look forward to serving all of your financial needs. Thank you, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,"To see if you qualify, click here",1,0,0,0,1,1
113,phishing,promotions@chase.bank.com,New 30 Year Fixed Term Mortgage,"Dear Loyal Customer: JP Morgan Chase Bank is offering a new 30 Year Fixed Term Mortgage. Rates start as low as 105% for new home purchases and refinances. To see if you qualify, click here We look forward to serving all of your financial needs. Thank you, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://qualify-chase.html,"To see if you qualify, click here",1,0,0,0,1,1
114,phishing,information@help.cs.com,Information change,"Hi this is in regards to the work you submitted last week. The files did not come through clear, we would appreciate it if you could log on via link below and re-submit files so we can finish our end of the job.Click Here Thank you,",http://www.updateinfo.com,Click Here,0,1,0,0,0,1
115,phishing,accounts@security.paypal.com,Your account actions have been limited,"Your account has been limited: Case id : 9000321-128. Login attempt from unknown device. Dear User It looks like someone else may have access to your account, so we have temporarily locked it to keep your personal informations in safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To reset your account: 1-Click on the link PayPal-Security.html. 2-Open the page in a browser window secure. 3-Follow the instructions.",PayPal-Security.html,PayPal-Security.html,1,1,1,1,0,1
116,phishing,derek@accounts.spotify.com,WARNING! YOUR ACCOUNT HAS BEEN LOCKED,"Greetings from Spotify. We've noticed rather unusual activity on your account and we have locked it to ensure that your account is safe. Please log in to your account at our official link here and confirm the information is legit. Failure to do so will cause the account to be permanently suspended. Regards Derek, Spotify",none,none,0,1,1,1,0,1
117,phishing,accounts@usaa.bank.com,Account Verification,"Dear Sir or Madam: You have an incoming payment directed to this e-mail address. However, we are unable to process this payment to your account as your details have not been verified. Clicking below will direct you to verify your account. This process should take no longer than two minutes. Due to recent cyber security breaches, it is always reccomended that you routinely update and change your account information to avoid scams and cyber attacks. Upon account verification all incoming payments can be transacted. Thank you for taking the time to secure your account Update Your Account Details here Thank you for banking with us. Sincerely, USAA Bank",http://www.bmbe.com,Update Your Account Details here,1,1,0,1,0,1
118,phishing,pormotions@my.amazon.com,Your Amazon.com order of EFFORTINC Vintage Chandelier Deer Horn,"Hello, Thank you for shopping with us. We will email you once your item has shipped. Order Details: Order # 002-527657-2343090 Shipping: FREE Two-Day Shipping Order total: $109.29 If you didn't authorize the transaction, please Click Here to receive a full refund. We hope to see you again soon. Amazon.com",http://www.refund.item,Click Here ,0,0,0,0,0,1
119,phishing,accounts@paypal.security.com,Unauthorized Account Access Attempt,"Potential Unauthorized Account Access Attempt! Case id : 9000321-128. Login attempt from unknown device. Dear Client On 11/24/2022 an attempt was made to access your account from an unknown IP Address (54.875.24.152). In an effort to protect your personal and financial information we have temporarily locked your account. The access attempt was blocked prior to the unauthorized individual (or individuals) gaining access so, at this time, your personal and financial information remains secure. If this was you, or you authorized the third party access, we apologize for the inconvenience. However, in order to unlock your account and protect the integrity of your personal and financial information, you must pass a security check. Note that attempting to access the account of someone other than one's self is a violation of PayPal's terms and conditions. It may also be illegal. To begin, please: 1. Right click on the link PayPal-Security.html. 2. Open the page in a secure (or private) browser window. 3. Follow the instructions given. Thank you for your prompt attention. PayPal Member Security Services",PayPal-Security.html,PayPal-Security.html,0,1,1,1,0,1
120,phishing,security@kapersky.com,Your Account Needs Verification,"Dear Sir or Madam: This is a reminder that your account is unsecure and open to potential cyber breaches. To verify your acccount please follow the link below. Account verification takes no more than two minutes and is essential to protecting your data while online. Recent cyber attacks have led to heightened attention being paid to cyber security. Please do not let your account become compromised, verify your safety now! Secure Your Account Details here Sincerely, Kaspersky Internet Security Team",http://www.123.com,Secure Your Account Details here,1,1,0,1,0,1
121,phishing,accounts@paypal.security.com,Unauthorized Account Access Attempt,"Potential Unauthorized Account Access Attempt! Case id : 9000321-128. Login attempt from unknown device. Date: 11/25/2022 Time: 12:00 PM EST Dear Client On 11/25/2022 an attempt was made to access your account from an unknown IP Address (54.875.24.152). In an effort to protect your personal and financial information we have temporarily locked your account. This includes the ability to withdrawl funds. The access attempt was blocked prior to the unauthorized individual (or individuals) gaining access so, at this time, your personal and financial information remains secure. If this attempt was made by you, or you authorized the third party access, we apologize for the inconvenience. However, in order to unlock your account and protect the integrity of your personal and financial information, you must pass a security check. Also note that this is a time sensitive matter. You must complete the security check within 72 hours of the date of this email. Should you choose not to comply, your account will be permanently locked and any funds contained therein will be forfeited. To begin, please: 1. Right click on the link PayPal Member Security Services 2. Open the page in a secure (private) browser window. 3. Follow the instructions provided. Please note that PayPal will never ask for your password over the phone, nor ask you to send your login credentials via email. Don't wait. Protect your information and unlock your account within the next 72 hours to avoid the loss of your account and forfeiture of funds.",http://www.paylpal.com/security,PayPal Member Security Services,1,1,1,1,0,1
122,phishing,promotions@loans.chase.com,New 30 Year Fixed Term Mortgage,"Dear Loyal Customer: JP Morgan Chase Bank is excited to announce their 30 Year Fixed Term Jumbo Loan with rates starting from 1.05% to qualified customers to refinance or get a loan for a house In only seconds you can see if you qualify, just click here. We have representives standing by. https://chaseonline.com/promotional/30YearJumbo/qualification.aspx We look forward to serving all of your financial needs. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.com/promotional/30YearJumbo/qualification.aspx,1,0,0,0,1,1
123,phishing,sjoans@security.aws.com,Oh no! It looks like your Amazon account has been suspended.,"Account suspended ! 108-4596473-8009841 FF Hey Mary, My name is Steve and I work with Amazon. I am in charge of your account and wanted to reach out to you about an issue I just found. We were unable to validate important details about your Amazon Web Services (AWS) Account - what does this mean? Unfortunately, you AWS account has been suspended. We're sure this was a mistake or an error, so there is a way to fix this quickly. Don't worry! We can fix it quickly! Please visit your account details to confirm the payment information for your account. Update Your Payment Method Account Details Account #108-4596473-8009841 Best, Steve Jones Amazon IT Team Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022",http://Amazon-Security.html,Update Your Payment Method,0,1,1,1,0,1
124,phishing,sjoans@security.google.com,Important Gmail Alert for Mary,"Hi Mary, My name is Steve and I am your Gmail Team Representative. I wanted to inform you of a security breach that caused us to flag your acount and freeze it. We were unable to validate important details about your Gmail and associated Google Payments account- what does this mean? Unfortunately, it has been suspended from being accessed online.I can tell that you are a loyal customer and this is a preliminary initial notification. So, I wanted to extend an offer for you to reverse this suspension. Cick here to confirm your identity and unlock your account. Please visit your account details to confirm the payment information for your account. Update Your Payment Method Account Details Account #108-4596473-8009841 Best, Steve Jones Gmail Team Lead Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022",http://Amazon-Security.html,Update Your Payment Method,0,1,0,1,0,1
125,phishing,jpaulson@gmail.com,Summer Internship Application,"Dear Sir or Madam: I am interested in the Summer Internship you posted. I am currently pursuing my Masters' and want to get CPA upon completion. Expertise in Microsaft suite, Telnet and Ethernet Configuration. More detailed information on my qualifications can be found here at my CV Thanks for your pay attention. Sincerely look forward to joining your team! Best Regards, Jeremy Paulson.",http://www.dfke.com,my CV,0,0,0,0,0,1
126,phishing,j.allen@usweepstakes.com,Winner!!!!,"Dear Sir/Maam: I am writing to inform you that you have been selected from among your university staff to receive a prize of $1000. To claim this prize simply go to our website and enter your contact information. You must do this within 24 hours or your prize will be forfeited! Jane Allen University Sweepstakes, Ltd",http://asfdfdse,our website,1,1,1,1,1,1
127,phishing,loans@jp.chasebank.com,Modify Your Loan With J.P. Morgan,"Hello valued customer, JP Morgan Chase Bank is your one go-to for modifying your loan. Check out our website today to see if you qualify for a modification at premium rates. Take advantage of your situation by clicking below: http://chasebank1.com/mortages/modification.html We look forward to serving all of your financial needs. Sincerely, Jane Foster JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chasebank.com,http://chasebank1.com/mortages/modification.html,1,0,0,0,1,1
128,phishing,jroberts@updates.com,System updates,"Dear Colleague, As part of our ongoing system upgrades, we are upgrading our password security. We now require users to have a minimum password length of 12 characters. Our records show that your current password does not meet the new standard, therefore we need you to update your current login. This is a mandatory change. User who do not comply will have there login privliges removed. Please go here to update your records. Thanks, John Roberts System Administrator",http://g00gle.com,here,1,1,0,1,0,1
129,phishing,jackd@it.updates.com,System updates,"Dear Colleague, We are upgrading password security as part of our ongoing system upgrades. We now require users to have longer and more varied (both letters and numbers) passwords. Our records indicate that your current password does not meet the new standard. This is a mandatory update. User who do not comply will have there login privliges removed. Please go here to update your account. Thanks, Jack Doyle System Administrator IT",http://www.abc.com,here,1,1,0,1,0,1
130,phishing,refunds@irs.us.gov,Tax Refund Notification,"We are writing to you because your federal Tax refund is now ready to be sent. To confirm your account please visit the website below. If verification is not made within the next 72 hours your refund could substantially be delayed. Log in now to secure your refund. www.irs.com Again, please respond within the next 72 hours to avoid delays to your refund. Sincerely, IRS Refund Department",http://www.IR5.com,www.irs.com,1,1,0,1,0,1
131,phishing,refunds@us.irs.gov,IRS.GOV Offical Refund Notice,"Dear Taxpayer We are writing to you because your federal Tax return has been processed and your refund is now ready to be sent. To confirm your account please visit the website below. If verification is not made within the next 72 hours your refund will be substantially be delayed or forfeited. Log in now to secure your refund. We need your help to keep our website secure for all users. Claim Here Again, please respond within the next 72 hours to avoid delays to your refund. Sincerely, IRS Refund Department",http://www.refund.irs.com,Claim Here ,1,1,0,1,0,1
132,phishing,accounts@security.paypal.com,Attention needed for your account,"Please resolve your account Case id : 9000321-128. Login attempt from unknown device. Dear Client It looks like someone else may have access to your account, so we have temporarily locked it down to keep your personal informations in safe. In order to unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To reset your account: 1-Click on the link PayPal-Security.html. 2-Open the page in a browser window secure. 3-Follow the instructions.",http://PayPal-Security.html,PayPal-Security.html,0,1,1,1,0,1
133,phishing,accounts@paypal.security.com,Your account needed an attention,"Please resolve your account Case id : 9000321-128. There's login attempt from unknown device. Dear Client We regret to inform you that access to your account has been temporarily limited. It looks like someone else may have access to your account, therefore we have temporarily locked it down to keep your personal informations in safe. In order to unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To help protect your account, no one can send money or withdraw money. In addition, no one can close your account, send refunds, remove any bank accounts, or remove credit cards ."" To get back into your PayPal account, you'll need to confirm your identity. It's easy: Click on the link below or copy and past the link into your browser. Confirm that you're the owner of the account, and then follow the instructions. To reset your account: 1-Click on the link PayPal-Security.html. 2-Open the page in a browser window secure. 3-Follow the instructions. Failure to unlock your account will make you loose your account within 24 Hours Verifying your account keeps your information safe and secure. If you have any questions about this notice, please visit our website at Paypal.com Or call 1-888-3278-8329 for further assistance We apologize for the inconvenience, this measure was taken for your protection. Paypal security team",PayPal-Security.html,PayPal-Security.html,1,1,1,1,0,1
134,phishing,cs@shipping.amazon.com,Your Amazon.com marketplace order of EFFORTINC Vintage Chandelier Deer Horn,"Hello, Thank you for shopping with us. You ordered ""EFFORTINC Vintage Chandelier Deer Horn"". We'll let you know once your item(s) have dispatched. Order Details: Order # 002-527657-2343090 Shipping: FREE Two-Day Shipping Order total: $128.54 If you belive you didn't make this transaction, please contact us immediately so you are not charged. Failure to do so maybe result in cancellation of your Amazon.com account and/or result in criminal charges brought on you. Please click here to talk to an Amazon customer service rep right now. If you love this product, concider getting paid to review items just like, and keep them for free. Click here to join our growing team! Amazon.com",http://Vinetransactionreps.s3.amazon.com,click here,1,1,0,1,0,1
135,phishing,accounts@my.amazon.com,Your Amazon account status,We have a new product that we offer for free only for a honest review! Order Details: Order # 002-527657-2343090 Shipping: FREE Shipping Order total: $212.34 Please let us know if you are interested!,none,none,0,1,0,0,1,0
136,phishing,updates@chasebanking.com,Urgent profile update!,"Dear Customer: We are committed to providing the tools you need to help monitor your account. Your account has been recently compromised from a different ip location. You are required to verify your account information, if you do not, your account will be terminated. Click here: https://chaseonline.chase.com/Logon.aspx Thank you for being our customer. We look forward to serving all of your financial needs. Please update yor information as needed to avoid any trouble. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.chase.com/Logon.aspx,0,1,1,1,0,1
137,phishing,accounts@amazon.it.com,Amazon - Your account has been suspended!,"Account suspended ! 108-4596473-8009841 FF Hello, We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended at this time. In order to reinstate your account, please visit your account details to confirm the payment information for your account. Update Your Payment Method Account Details Account #108-4596473-8009841 Amazon IT Team Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022",http://Amazon-Security.html,Update Your Payment Method,1,1,1,1,0,1
138,phishing,mj@yahoo.com,Hey,"Hi Mary, So I have a little problem I was hoping you could help me out with. I need to update my account information, but for some reason our accounts are linked. Do you think you could confirm your Amazon information below? Thanks! Confirm Payment Method",http://Amazon-Security.html,Confirm Payment Method,0,1,0,0,0,1
139,phishing,promotions@chasebank.online.com,Looking For A New Start?,"Dear Client, JP Morgan Chase Bank is partnering with Wells Fargo Bank to offer a brand new 40 Year Fixed Term Loan with great rates starting at 1.098% to qualified customers looking to purchase a house or to refinance their existing loans. You don't want to get burned with bad interest rates from another company, so apply today. Don't be afraid to start your path to a great future! To see if you qualify click the link below. Click through in the next 24 hours and be entered to win a 2022 Chevrolet Tahoe. You could win the car of your dreams and get the house of your dreams with this one click! https://chaseonline.com/promotional/30YearJumbo/qualification.aspx We look forward to serving all of your very important financial needs. For security please ensure that the link provided shows up in blue. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.com/promotional/30YearJumbo/qualification.aspx,1,0,0,0,1,1
140,phishing,loan@jp.chase.com,Rates from as low as 1.05%,"What would you do with extra money each month? JP Morgan is offering a new 30 Year Fixed Term Loan with rates starting from 1.05% to qualified customers. Its easy to see if you qualify! Don't let this opportunity pass you by! To see if you qualify, please click the link below. https://chaseonline.com/promotional/30YearJumbo/qualification.aspx We look forward to hearing from you, Sincerely, JP Morgan Chase Bank, N.A.",http://Chase-Security.html,https://chaseonline.com/promotional/30YearJumbo/qualification.aspx,1,0,0,0,1,1
141,phishing,promotions@jpmorgan.chasebank.com,What would you do with extra money each month?,"Vacations? Home improvements? What would you do with the money you can save if you refinance now with these low rates! JP Morgan is offering a new 30 Year Fixed Term Loan with rates starting from 1.05% to qualified customers. Its easy to see if you qualify! Don't let this opportunity pass you by! To see if you qualify, please click the link below. https://chaseonline.com/promotional/30YearJumbo/qualification.aspx We look forward to hearing from you, Sincerely, JP Morgan Chase Bank, N.A.",http://Chase-Security.html,https://chaseonline.com/promotional/30YearJumbo/qualification.aspx,1,0,1,0,1,1
142,phishing,promotions@amazon.accounts.com,Amazon - get an additional $10 for referring a friend.,"Get an additional $10 on top of the standard $5 for referring a friend Today Only. Just follow the link below, sign in, input the friend's email address, and get $15 after they make their Amazon account! Limited offer, available only in US. Link for referral Account Details Account #108-4596473-8009841 Sincerely, Amazon.com. Contact Us",http://null/,Link for referral,1,0,0,0,1,1
143,phishing,cs@shipping.amazon.com,Your Amazon.com order of EFFORTINC Vintage Chandelier Deer Horn,"Hello, Thank you for shopping with us. You ordered ""EFFORTINC Vintage Chandelier Deer Horn"". There has been a delay with the product shipment. We'll let you know once your item(s) have dispatched. Order Details: Order # 002-527657-2343090 Shipping: FREE Two-Day Shipping Order total: $148.34 If you didn't authorize the transaction or would like to make a change, please click here to receive a full refund. We hope to see you again soon. Amazon.com",http://scamsite.com,here,1,0,0,0,0,1
144,phishing,accounts@aws.amazon.com,Amazon - Account verification needed,"Account suspended ! 108-4596473-8009841 FF Hello, We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended. Please respond as soon as possible in this matter. Your fast response will ensure your account is secure. Any concerns contact us at accountspecialist@amazon.com Please visit your account details to confirm the payment information for your account. Update Your Payment Method Account Details Account #108-4596473-8009841 Amazon IT Team Conditions of Use Privacy Notice 1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022",http://your-Amz.html,Update Your Payment Method,0,1,1,1,0,1
145,phishing,j.paulson@yahoo.com,Summer Internship,"Dear Sir or Madam: I would like to apply for the summer internship with your organizaton. I am currently pursuing my graduate degree in Accounting at the Indiana University Kelley School of Business. I plan to pursue CPA certification upon completion of my degree. I possess expertise in Microsoft Office, Telnet and Ethernet configuration. You may view my CV at the following link. Thanks for your consideration. I sincerely look forward to joining your team! Regards, Jeremy Paulson",http://www.google.com,link.,0,0,0,0,0,1
146,phishing,payments@irs.com,IRS taxes,Dear tax payer SS # - 4691 Our tax records indicate you have taxes owed for the year 2009. Contact us as soon as possible to avoid wage garnishment or tax levies. We have enclose a link to help make this process faster for you and resolve this debt. We have payment plans to help tax payers who owe more than they can afford. Click here for payment options Sincerely Internal revenue service Kanasas city MO,http://www.payments.com,Click here for payment options,0,1,0,1,0,1
147,phishing,jp16@kelley.indiana.edu,Summer Internship Inquiry,"Hello, This message is sent to inquire about available summer internships with your organizaton. I am currently a graduate student in the Accounting program at the Indiana University Kelley School of Business. Upon graduation, I plan to pursue CPA certification prior to starting my career as an auditor. Among other skills, I possess expertise in Microsoft Office, Telnet and Ethernet configuration. I think that I could make a valuable contribution to your organization's goals as an intern. Should you agree, please view my CV here. Thank you for your kind consideration. I sincerely look forward to joining your team! Sincerely, Jeremy Paulson",http://www.my.CV.com,here.,0,0,0,0,0,1
148,phishing,cs@unclaimed.com,Your Funds are Waiting for You,"Hello, We are happy to inform you that there is an unclaimed check in your name waiting for you. Due to privacy concerns, the exacty amount can not be disclosed through email. You will have to contact us for your money. There will be no cost for you to claim it except for a very small processing fee. Please call 555.555.5555 for futher instructions on how to claim your money. Talk to you soon, Unclaimed Monetary Services",none,none,0,0,1,0,1,0
149,phishing,security@chasebank.online.com,Password Update,"Dear Loyal Customer: Due to a recently security breach, we are advising all customers to change their passwords immediately. https://chaseonline.com/password Thank you. Sincerely, JP Morgan Chase Bank, N.A. Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752. 2022 JPMorgan Chase & Co.",http://Chase-Security.html,https://chaseonline.com/p,0,1,0,1,0,1
150,phishing,promotions@mods.blizzard.com,WoW Promotion!,"Hey Danny, We just wanted to let you know about the amazing new mount we've just released. For more information, please visit the Blizzard store and get this new mount before time runs out! www.Blizzard.com Thank you for being one of our most amazing customers! Sincerely, Mod Team X Blizzard.com",http://myaccount.com,www.Blizzard.com,0,0,1,0,1,1
151,phishing,accounts@my.blizzard.com,Account is Locked,"Hey Danny, We noticed that you had attempted to access your account several times. If you are having problems, please reset your password below www.Blizzard.com Thank you for being one of our most amazing customers! Sincerely, Mod Team X Blizzard.com",http://myaccount.com,www.Blizzard.com,0,1,1,1,0,1
152,phishing,updates@hr.com,Work System Failure,"Hi, As you may know, we recently experienced a system failure at work. As a result, we lost a significant portion of our employee information. If you can update your info by the end of the week, that would be appreciated. Worker Info Submit Thanks, Human Resources",http://ddd,Worker Info Submit,0,1,0,1,0,1
153,phishing,jp55@freedom.bank.com,Summer Internship Application,"Hi there, We have a special offer for you, and you only. Here is the link where you can view the offer Thanks, Jeremy Paulson Bank representative",http://www.45dff.com,link,0,0,0,0,1,1
